 rod_temps    0.0000000000000000     
 Rod ,           1
Temperature ,  710.633821  708.873062  704.963678  698.971252  690.891160  680.697949  668.355154  653.818983  637.040592  618.219127  573.685527  564.796699 
Temperature ,  711.083457  709.326278  705.424780  699.444269  691.379910  681.206011  668.885823  654.375218  637.624965  618.833378  574.368149  565.494233 
Temperature ,  711.524974  709.771379  705.877780  699.909214  691.860655  681.706194  669.408819  654.924095  638.202433  619.441330  575.046033  566.187459 
Temperature ,  711.960366  710.210395  706.324787  700.368308  692.335741  682.200958  669.926687  655.468184  638.775499  620.045306  575.720934  566.877928 
Temperature ,  712.390303  710.643989  706.766441  700.822158  692.805728  682.690809  670.439868  656.007851  639.344450  620.645510  576.392873  567.565623 
Temperature ,  712.815017  711.072386  707.202960  701.270966  693.270802  683.175908  670.948497  656.543205  639.909365  621.241992  577.061830  568.250513 
Temperature ,  713.234605  711.495683  707.634434  701.714815  693.731033  683.656317  671.452621  657.074278  640.470261  621.834752  577.727775  568.932558 
Temperature ,  713.649112  711.913922  708.060902  702.153739  694.186452  684.132057  671.952255  657.601073  641.027133  622.423776  578.390671  569.611720 
Temperature ,  714.058560  712.327124  708.482383  702.587754  694.637068  684.603132  672.447394  658.123583  641.579964  623.009041  579.050482  570.287957 
Temperature ,  714.462958  712.735297  708.898883  703.016863  695.082881  685.069537  672.938030  658.641790  642.128732  623.590520  579.707167  570.961230 
Temperature ,  714.862309  713.138444  709.310403  703.441062  695.523884  685.531262  673.424148  659.155676  642.673415  624.168184  580.360688  571.631495 
Temperature ,  715.256613  713.536564  709.716939  703.860348  695.960069  685.988294  673.905731  659.665220  643.213985  624.742003  581.011006  572.298713 
Temperature ,  715.645756  713.929516  710.118289  704.274402  696.390927  686.439821  674.381499  660.168449  643.747474  625.307642  581.650216  572.953950 
Temperature ,  716.028758  714.316271  710.513320  704.681959  696.815076  686.884419  674.850162  660.664512  644.273946  625.866728  582.284404  573.604779 
Temperature ,  716.405484  714.696761  710.902114  705.083338  697.233144  687.323093  675.313131  661.155189  644.795427  626.421289  582.915180  574.252451 
Temperature ,  716.405495  714.696772  710.902125  705.083349  697.233156  687.323105  675.313144  661.155203  644.795441  626.421304  582.915197  574.252468 
 
 rod_temps    8.0099999999998737     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  712.818082  710.955988  706.824461  700.499374  691.985507  681.268472  668.324758  653.125204  635.636949  616.085805  569.914236  560.684345 
Temperature ,  713.365980  711.506810  707.381714  701.066327  692.565238  681.863843  668.938367  653.759351  636.293589  616.766193  570.648793  561.430625 
Temperature ,  713.909140  712.052923  707.934328  701.628749  693.140583  682.455007  669.547989  654.389765  636.946785  617.443458  571.380977  562.174704 
Temperature ,  714.447985  712.594752  708.482724  702.187052  693.711943  683.042355  670.153996  655.016800  637.596871  618.117911  572.111042  562.916823 
Temperature ,  714.982488  713.132268  709.026872  702.741207  694.279288  683.625856  670.756358  655.640425  638.243815  618.789516  572.838952  563.656947 
Temperature ,  715.512623  713.665444  709.566744  703.291184  694.842587  684.205478  671.355041  656.260605  638.887582  619.458240  573.564673  564.395040 
Temperature ,  716.038360  714.194252  710.102312  703.836953  695.401809  684.781182  671.949996  656.877265  639.528043  620.123856  574.287677  565.130456 
Temperature ,  716.556568  714.715458  710.630117  704.374713  695.952685  685.348117  672.535670  657.484062  640.158010  620.778345  574.998203  565.853178 
Temperature ,  717.067277  715.229216  711.150590  704.905323  696.496672  685.908506  673.115238  658.085288  640.783037  621.428603  575.706145  566.573676 
Temperature ,  717.572734  715.737764  711.665944  705.430954  697.035865  686.464333  673.690516  658.682539  641.404443  622.075624  576.411742  567.292029 
Temperature ,  718.073419  716.241573  712.176633  705.952032  697.570655  687.015944  674.261805  659.276064  642.022421  622.719544  577.115002  568.008219 
Temperature ,  718.569485  716.740793  712.682799  706.468690  698.101162  687.563445  674.829191  659.865929  642.637016  623.360388  577.815903  568.722217 
Temperature ,  719.060990  717.235480  713.184495  706.980974  698.627426  688.106868  675.392698  660.452147  643.248232  623.998149  578.514419  569.433989 
Temperature ,  719.547951  717.725651  713.681736  707.488897  699.149455  688.646216  675.952323  661.034711  643.856054  624.632807  579.210515  570.143502 
Temperature ,  720.030372  718.211308  714.174524  707.992458  699.667246  689.181481  676.508054  661.613604  644.460463  625.264339  579.904160  570.850720 
Temperature ,  720.508246  718.692445  714.662849  708.491645  700.180784  689.712647  677.059873  662.188804  645.061432  625.892715  580.595318  571.555608 
Temperature ,  720.981563  719.169050  715.146699  708.986446  700.690054  690.239695  677.607758  662.760287  645.658936  626.517906  581.283955  572.258130 
Temperature ,  721.450260  719.641048  715.625966  709.476690  701.194783  690.762183  678.150997  663.326931  646.251245  627.137335  581.965250  572.952803 
Temperature ,  721.912835  720.106853  716.098885  709.960351  701.692624  691.277428  678.686619  663.885618  646.835360  627.748527  582.638534  573.639716 
Temperature ,  722.368923  720.566196  716.565400  710.437713  702.184327  691.786768  679.216652  664.439120  647.414786  628.355595  583.309023  574.324129 
Temperature ,  722.819340  721.019906  717.026368  710.909659  702.670793  692.291096  679.741949  664.988210  647.990167  628.959023  583.976816  575.006059 
Temperature ,  722.819352  721.019918  717.026381  710.909672  702.670806  692.291110  679.741963  664.988224  647.990183  628.959039  583.976833  575.006076 
 
 rod_temps    9.0099999999998523     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  716.395114  714.475752  710.218848  703.706475  694.949268  683.939777  670.662577  655.097588  637.221776  617.276503  570.226012  560.816115 
Temperature ,  716.998360  715.081392  710.829753  704.325311  695.578536  684.581783  671.319400  655.771042  637.913378  617.987190  570.980122  561.579569 
Temperature ,  717.597526  715.682983  711.436679  704.940274  696.204070  685.220231  671.972873  656.441388  638.602143  618.695334  571.732378  562.341325 
Temperature ,  718.192991  716.280903  712.039997  705.551726  696.826225  685.855460  672.623320  657.108929  639.288354  619.401197  572.482984  563.101573 
Temperature ,  718.784726  716.875121  712.639677  706.159638  697.444967  686.487440  673.270710  657.773635  639.971980  620.104746  573.231909  563.860284 
Temperature ,  719.372698  717.465605  713.235687  706.763976  698.060267  687.116137  673.915010  658.435473  640.652988  620.805951  573.979125  564.617429 
Temperature ,  719.956792  718.052228  713.827874  707.364545  698.671860  687.741195  674.555730  659.093776  641.330477  621.503614  574.722688  565.370867 
Temperature ,  720.531925  718.629834  714.410920  707.955793  699.273906  688.356445  675.186368  659.741726  641.997373  622.190499  575.455152  566.113191 
Temperature ,  721.100822  719.201267  714.987933  708.541219  699.870412  688.966506  675.812231  660.385372  642.660483  622.874150  576.185643  566.853813 
Temperature ,  721.665297  719.768316  715.560646  709.122473  700.462916  689.572773  676.434546  661.025751  643.320641  623.555187  576.914299  567.592776 
Temperature ,  722.225684  720.331309  716.129374  709.699849  701.051685  690.175485  677.053517  661.663031  643.977974  624.233697  577.641122  568.330060 
Temperature ,  722.782082  720.890342  716.694208  710.273433  701.636796  690.774706  677.669198  662.297252  644.632508  624.909693  578.366091  569.065641 
Temperature ,  723.334520  721.445445  717.255176  710.843247  702.218268  691.370449  678.281595  662.928414  645.284238  625.583163  579.089181  569.799490 
Temperature ,  723.883001  721.996619  717.812276  711.409290  702.796096  691.962709  678.890699  663.556504  645.933146  626.254085  579.810364  570.531578 
Temperature ,  724.427515  722.543853  718.365499  711.971549  703.370266  692.551468  679.496491  664.181500  646.579208  626.922434  580.529611  571.261875 
Temperature ,  724.968046  723.087133  718.914828  712.530007  703.940759  693.136706  680.098949  664.803379  647.222401  627.588184  581.246891  571.990351 
Temperature ,  725.504576  723.626438  719.460243  713.084642  704.507553  693.718399  680.698048  665.422115  647.862695  628.251307  581.962176  572.716975 
Temperature ,  726.036129  724.160717  720.000520  713.633954  705.068751  694.294114  681.290653  666.033685  648.494965  628.905351  582.665777  573.431248 
Temperature ,  726.560634  724.687941  720.533730  714.176202  705.622921  694.862902  681.876529  666.638861  649.121356  629.554241  583.366130  574.142817 
Temperature ,  727.079512  725.209587  721.061469  714.713143  706.172003  695.426876  682.457921  667.239931  649.744063  630.199905  584.064305  574.852440 
Temperature ,  727.593541  725.726422  721.584485  715.245490  706.716667  695.986649  683.035368  667.837351  650.363453  630.842608  584.760348  575.560115 
Temperature ,  727.593555  725.726436  721.584499  715.245504  706.716681  695.986664  683.035383  667.837367  650.363469  630.842625  584.760366  575.560133 
 
 rod_temps    10.009999999999831     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  718.957155  716.996775  712.650071  706.003553  697.072055  685.853093  672.337034  656.510303  638.356903  618.129338  570.449320  560.910494 
Temperature ,  719.605378  717.646928  713.304468  706.664337  697.741227  686.532491  673.028302  657.214862  639.075922  618.863513  571.217916  561.686462 
Temperature ,  720.250154  718.293664  713.955511  707.321864  698.407273  687.208924  673.716795  657.916863  639.792628  619.595638  571.985070  562.461126 
Temperature ,  720.891813  718.937309  714.603524  707.976451  699.070498  687.882683  674.402789  658.616565  640.507258  620.325929  572.750946  563.234635 
Temperature ,  721.530325  719.577834  715.248475  708.628066  699.730870  688.553738  675.086254  659.313939  641.219784  621.054356  573.515518  564.006965 
Temperature ,  722.165657  720.215206  715.890333  709.276678  700.388359  689.222058  675.767160  660.008955  641.930177  621.780894  574.278762  564.778092 
Temperature ,  722.797288  720.848878  716.528490  709.921587  701.042134  689.886642  676.444290  660.700134  642.636642  622.503382  575.037639  565.544765 
Temperature ,  723.419141  721.472748  717.156798  710.556577  701.685913  690.541151  677.111278  661.381126  643.332914  623.215721  575.786538  566.301533 
Temperature ,  724.035997  722.091677  717.780283  711.186928  702.325291  691.191551  677.774498  662.058734  644.026221  623.925536  576.533916  567.056997 
Temperature ,  724.649179  722.706965  718.400204  711.813825  702.961364  691.838830  678.434812  662.733681  644.717140  624.633253  577.279867  567.811181 
Temperature ,  725.258918  723.318839  719.016774  712.437471  703.594317  692.483151  679.092360  663.406081  645.405755  625.338931  578.024388  568.564070 
Temperature ,  725.865273  723.927357  719.630051  713.057918  704.224196  693.124552  679.747171  664.075955  646.092079  626.042572  578.767459  569.315642 
Temperature ,  726.468256  724.532531  720.240044  713.675172  704.851004  693.763035  680.399243  664.743295  646.776101  626.744161  579.509059  570.065874 
Temperature ,  727.067861  725.134354  720.846744  714.289225  705.474731  694.398586  681.048561  665.408087  647.457803  627.443679  580.249164  570.814740 
Temperature ,  727.664070  725.732807  721.450135  714.900057  706.095358  695.031185  681.695104  666.070306  648.137162  628.141102  580.987749  571.562215 
Temperature ,  728.256862  726.327871  722.050195  715.507648  706.712863  695.660810  682.338849  666.729930  648.814153  628.836404  581.724789  572.308275 
Temperature ,  728.846193  726.919493  722.646857  716.111902  707.327100  696.287235  682.979442  667.386408  649.487933  629.528332  582.457939  573.050251 
Temperature ,  729.429039  727.504547  723.236768  716.709130  707.933952  696.905845  683.611740  668.034095  650.152455  630.210621  583.180759  573.781859 
Temperature ,  730.005420  728.083190  723.820390  717.300260  708.534973  697.518970  684.238982  668.677234  650.813010  630.889575  583.901696  574.511894 
Temperature ,  730.577156  728.657234  724.399510  717.887038  709.131838  698.128181  684.862594  669.317067  651.470614  631.565956  584.620929  575.240415 
Temperature ,  731.144822  729.227242  724.974674  718.469977  709.725022  698.733904  685.482947  669.953900  652.125510  632.239940  585.338482  575.967416 
Temperature ,  731.144837  729.227257  724.974689  718.469993  709.725038  698.733921  685.482963  669.953917  652.125527  632.239958  585.338500  575.967435 
 
 rod_temps    11.009999999999810     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  720.792212  718.802452  714.391428  707.648830  698.592496  687.223501  673.536361  657.522157  639.169936  618.740179  570.609264  560.978093 
Temperature ,  721.476476  719.488254  715.080609  708.343091  699.293423  687.932543  674.254806  658.251110  639.910295  619.492460  571.388579  561.763177 
Temperature ,  722.157871  720.171212  715.767003  709.034653  699.991767  688.639144  674.970978  658.977982  640.648786  620.243102  572.166780  562.547262 
Temperature ,  722.836679  720.851607  716.450887  709.723784  700.687785  689.343551  675.685111  659.702988  641.385605  620.992279  572.943995  563.330468 
Temperature ,  723.512870  721.529410  717.132231  710.410456  701.381451  690.045736  676.397175  660.426102  642.120727  621.739969  573.720203  564.112774 
Temperature ,  724.186415  722.204591  717.811006  711.094640  702.072735  690.745670  677.107144  661.147297  642.854126  622.486147  574.495384  564.894160 
Temperature ,  724.856145  722.875946  718.485933  711.774939  702.760082  691.441599  677.813017  661.864285  643.583182  623.227820  575.265673  565.670558 
Temperature ,  725.515885  723.537312  719.150873  712.445258  703.437466  692.127597  678.509015  662.571480  644.302563  623.959978  576.026852  566.437958 
Temperature ,  726.171662  724.194759  719.811992  713.111904  704.111372  692.810352  679.202044  663.276016  645.019621  624.690164  576.786863  567.204361 
Temperature ,  726.824419  724.849216  720.470185  713.775720  704.782576  693.490564  679.892715  663.978401  645.734760  625.418679  577.545768  567.969784 
Temperature ,  727.474313  725.500836  721.125599  714.436845  705.451204  694.168342  680.581120  664.678713  646.448037  626.145559  578.303562  568.734211 
Temperature ,  728.121381  726.149654  721.778267  715.095308  706.117281  694.843708  681.267275  665.376960  647.159457  626.870803  579.060229  569.497625 
Temperature ,  728.765621  726.795671  722.428188  715.751107  706.780805  695.516656  681.951173  666.073133  647.869005  627.594395  579.815751  570.260006 
Temperature ,  729.407022  727.438872  723.075347  716.404227  707.441759  696.187170  682.632796  666.767213  648.576664  628.316317  580.570107  571.021333 
Temperature ,  730.045564  728.079238  723.719726  717.054648  708.100123  696.855228  683.312123  667.459179  649.282412  629.036547  581.323276  571.781586 
Temperature ,  730.681222  728.716746  724.361300  717.702347  708.755874  697.520808  683.989130  668.149008  649.986226  629.755061  582.075237  572.540744 
Temperature ,  731.313514  729.350875  724.999466  718.346585  709.408080  698.182716  684.662284  668.834732  650.685598  630.468705  582.821249  573.293667 
Temperature ,  731.937979  729.977137  725.629680  718.982752  710.052077  698.836278  685.326977  669.511927  651.376451  631.173938  583.559235  574.038721 
Temperature ,  732.557215  730.598228  726.254852  719.614073  710.691489  699.485572  685.987774  670.185646  652.064285  631.876635  584.295781  574.782570 
Temperature ,  733.172668  731.215574  726.876363  720.241859  711.327530  700.131701  686.645644  670.856707  652.749757  632.577284  585.030998  575.525245 
Temperature ,  733.784744  731.829575  727.494596  720.866471  711.960535  700.774962  687.300844  671.525323  653.433034  633.276004  585.764898  576.266739 
Temperature ,  733.784761  731.829591  727.494612  720.866487  711.960552  700.774978  687.300861  671.525341  653.433052  633.276022  585.764917  576.266758 
 
 rod_temps    12.009999999999788     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  722.106566  720.095764  715.638672  708.827256  699.681509  688.205053  674.395375  658.246896  639.752269  619.177692  570.723824  561.026511 
Temperature ,  722.819390  720.809799  716.355370  709.547956  700.407456  688.937379  675.135083  658.994839  640.509134  619.943862  571.511063  561.818232 
Temperature ,  723.529854  721.521498  717.069782  710.266446  701.131292  689.667718  675.872949  659.741104  641.264503  620.708729  572.297446  562.609194 
Temperature ,  724.238197  722.231097  717.782139  710.982950  701.853234  690.396275  676.609165  660.485868  642.018536  621.472437  573.083072  563.399489 
Temperature ,  724.944391  722.938568  718.492414  711.697442  702.573255  691.123025  677.343706  661.229109  642.771211  622.234964  573.867925  564.189099 
Temperature ,  725.648410  723.643884  719.200581  712.409895  703.291331  691.847942  678.076549  661.970803  643.522507  622.996291  574.651988  564.978010 
Temperature ,  726.348345  724.345102  719.904618  713.118167  704.005156  692.568522  678.804945  662.707922  644.269081  623.752730  575.430773  565.761551 
Temperature ,  727.038451  725.036503  720.598867  713.816700  704.709309  693.279519  679.523875  663.435720  645.006509  624.500229  576.201115  566.536773 
Temperature ,  727.725427  725.724812  721.290102  714.512336  705.410722  693.987965  680.240475  664.161433  645.742120  625.246192  576.970562  567.311237 
Temperature ,  728.409945  726.410686  721.978957  715.205676  706.109946  694.694356  680.955174  664.885422  646.476201  625.990832  577.739158  568.084952 
Temperature ,  729.092110  727.094231  722.665532  715.896810  706.807066  695.398765  681.668036  665.607737  647.208789  626.734172  578.506895  568.857907 
Temperature ,  729.771941  727.775463  723.349844  716.585756  707.502093  696.101202  682.379066  666.328380  647.939882  627.476205  579.273760  569.630085 
Temperature ,  730.449433  728.454377  724.031886  717.272504  708.195020  696.801656  683.088254  667.047340  648.669467  628.216919  580.039738  570.401471 
Temperature ,  731.124568  729.130958  724.711642  717.957038  708.885829  697.500112  683.795582  667.764599  649.397526  628.956295  580.804811  571.172048 
Temperature ,  731.797327  729.805183  725.389092  718.639339  709.574500  698.196548  684.501030  668.480137  650.124041  629.694315  581.568963  571.941799 
Temperature ,  732.467687  730.477031  726.064211  719.319382  710.261011  698.890943  685.204577  669.193932  650.848990  630.430959  582.332174  572.710707 
Temperature ,  733.134131  731.144927  726.735294  719.995256  710.943166  699.580739  685.903217  669.902444  651.568204  631.161342  583.087865  573.471789 
Temperature ,  733.792402  731.804651  727.398216  720.662993  711.617231  700.262524  686.593973  670.603257  652.279979  631.884630  583.837333  574.226885 
Temperature ,  734.446564  732.460317  728.057186  721.326937  712.287713  700.940982  687.281698  671.301372  652.989416  632.605957  584.585694  574.981055 
Temperature ,  735.097667  733.112954  728.713197  721.988028  712.955479  701.616894  687.967075  671.997361  653.696971  633.325660  585.333022  575.734321 
Temperature ,  735.745994  733.762843  729.366518  722.646518  713.620762  702.290466  688.650281  672.691371  654.402759  634.043820  586.079324  576.486674 
Temperature ,  735.746011  733.762860  729.366535  722.646535  713.620780  702.290484  688.650299  672.691389  654.402777  634.043839  586.079343  576.486694 
 
 rod_temps    13.009999999999767     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  723.047970  721.022095  716.532007  709.671301  700.461512  688.908087  675.010643  658.765988  640.169363  619.491060  570.805877  561.061190 
Temperature ,  723.783218  721.758291  717.270284  710.412704  701.207011  689.658562  675.766870  659.528622  640.938927  620.267837  571.598970  561.857744 
Temperature ,  724.516545  722.492586  718.006703  711.152315  701.950803  690.407435  676.521616  660.289913  641.707302  621.043587  572.391407  562.653724 
Temperature ,  725.248152  723.225177  718.741457  711.890319  702.693066  691.154873  677.275039  661.050008  642.474616  621.818424  573.183267  563.449198 
Temperature ,  725.978012  723.956040  719.474522  712.626694  703.433777  691.900856  678.027118  661.808884  643.240853  622.592331  573.974535  564.244156 
Temperature ,  726.706102  724.685151  720.205875  713.361415  704.172913  692.645360  678.777832  662.566523  644.005992  623.365290  574.765198  565.038583 
Temperature ,  727.429785  725.409839  720.932769  714.091624  704.907466  693.385190  679.523765  663.319256  644.766085  624.133048  575.550302  565.827370 
Temperature ,  728.143985  726.125062  721.650241  714.812476  705.632751  694.115867  680.260683  664.063140  645.517520  624.892365  576.327473  566.608344 
Temperature ,  728.855724  726.837853  722.365344  715.531054  706.355886  694.844544  680.995777  664.805397  646.267542  625.650491  577.103963  567.388745 
Temperature ,  729.565478  727.548680  723.078528  716.247782  707.077260  695.571573  681.729352  665.546280  647.016350  626.407575  577.879798  568.168577 
Temperature ,  730.273316  728.257611  723.789858  716.962721  707.796931  696.297001  682.461448  666.285823  647.763970  627.163631  578.654975  568.947830 
Temperature ,  730.979248  728.964654  724.499343  717.675876  708.514901  697.020831  683.192066  667.024022  648.510395  627.918652  579.429479  569.726491 
Temperature ,  731.683264  729.669799  725.206971  718.387238  709.231161  697.743052  683.921194  667.760866  649.255615  628.672624  580.203300  570.504548 
Temperature ,  732.385346  730.373031  725.912727  719.096790  709.945693  698.463648  684.648815  668.496339  649.999612  629.425534  580.976422  571.281986 
Temperature ,  733.085476  731.074328  726.616590  719.804512  710.658479  699.182598  685.374911  669.230423  650.742370  630.177364  581.748832  572.058793 
Temperature ,  733.783631  731.773670  727.318539  720.510382  711.369496  699.899883  686.099463  669.963097  651.483870  630.928097  582.520514  572.834953 
Temperature ,  734.476946  732.468122  728.015490  721.211088  712.075121  700.611488  686.817982  670.689327  652.218448  631.671376  583.283491  573.602118 
Temperature ,  735.162460  733.154803  728.704734  721.904190  712.773290  701.315830  687.529489  671.408852  652.946694  632.408761  584.041630  574.364702 
Temperature ,  735.844766  733.838314  729.390894  722.594334  713.468666  702.017582  688.238637  672.126280  653.673126  633.144628  584.798919  575.126580 
Temperature ,  736.524613  734.519392  730.074677  723.282189  714.161865  702.717296  688.945912  672.842015  654.398066  633.879213  585.555409  575.887764 
Temperature ,  737.202198  735.198230  730.756270  723.967928  714.853050  703.415117  689.651434  673.556160  655.121592  634.612572  586.311103  576.648246 
Temperature ,  737.202216  735.198248  730.756288  723.967946  714.853068  703.415135  689.651453  673.556179  655.121611  634.612591  586.311123  576.648265 
 
 rod_temps    14.009999999999746     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  723.722248  721.685578  717.171856  710.275846  701.020187  689.411633  675.451326  659.137786  640.468106  619.715509  570.864647  561.086029 
Temperature ,  724.474969  722.439035  717.926929  711.033345  701.780863  690.176165  676.220310  659.911723  641.247394  620.500357  571.662060  561.886101 
Temperature ,  725.226142  723.190960  718.680506  711.789402  702.540168  690.939413  676.988113  660.684595  642.025743  621.284400  572.458974  562.685740 
Temperature ,  725.975930  723.941516  719.432745  712.544171  703.298249  691.701517  677.754863  661.456518  642.803257  622.067729  573.255448  563.485000 
Temperature ,  726.724313  724.690680  720.183627  713.297631  704.055086  692.462456  678.520542  662.227475  643.579919  622.850329  574.051473  564.283870 
Temperature ,  727.471268  725.438432  720.933129  714.049762  704.810660  693.222212  679.285132  662.997448  644.355716  623.632185  574.847036  565.082341 
Temperature ,  728.213491  726.181437  721.677850  714.797061  705.561336  693.976987  680.044642  663.762230  645.126195  624.408589  575.636835  565.874978 
Temperature ,  728.946650  726.915398  722.413574  715.535434  706.303178  694.723047  680.795577  664.518601  645.888449  625.176974  576.419092  566.660181 
Temperature ,  729.677882  727.647455  723.147444  716.272027  707.043339  695.467545  681.545091  665.273706  646.649607  625.944438  577.200830  567.444952 
Temperature ,  730.407522  728.377938  723.879776  717.007139  707.782095  696.210729  682.293398  666.027724  647.409809  626.711086  577.982069  568.229293 
Temperature ,  731.135616  729.106891  724.610615  717.740812  708.519482  696.952631  683.040524  666.780676  648.169070  627.476926  578.762804  569.013196 
Temperature ,  731.862167  729.834316  725.339961  718.473044  709.255499  697.693249  683.786466  667.532556  648.927385  628.241951  579.543025  569.796651 
Temperature ,  732.587163  730.560202  726.067803  719.203826  709.990134  698.432572  684.531212  668.283354  649.684740  629.006149  580.322722  570.579646 
Temperature ,  733.310588  731.284534  726.794125  719.933141  710.723373  699.170583  685.274747  669.033054  650.441124  629.769507  581.101882  571.362172 
Temperature ,  734.032424  732.007292  727.518909  720.660971  711.455197  699.907265  686.017055  669.781641  651.196520  630.532011  581.880494  572.144216 
Temperature ,  734.752649  732.728456  728.242135  721.387297  712.185587  700.642601  686.758118  670.529099  651.950913  631.293647  582.658546  572.925768 
Temperature ,  735.466977  733.443671  728.959299  722.107387  712.909510  701.371181  687.492078  671.269053  652.697351  632.046835  583.427001  573.697464 
